model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum:900+cnn_dailymail:900,ptrue,reference baseline,0.0167,0.0763,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum:900+cnn_dailymail:900,lookback,reference baseline,0.2716,0.0274,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,SameTask-long,xsum:900+cnn_dailymail:900,wmsp_shrink1_5,this project,0.3084595884220343,0.0232467158257891,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,-0.1334,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,floor_ppl,reference baseline,0.1128,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,floor_min,reference baseline,-0.0243,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,fair_floor,reference baseline,-0.0243,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,saplma,reference baseline,0.2761,0.0068,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,uniform,this project,0.2113,0.0031,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,attention,this project,0.3015,0.0143,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_norm,this project,0.0762,0.0472,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_seg_flat,this project,0.1877,0.0645,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_seg_softmax,this project,0.1974,0.0641,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2,this project,0.16,0.0183,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink10,this project,0.1305,0.0066,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_blondel,this project,0.1806,0.0773,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2_blondel,this project,0.1141,0.0038,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink10_blondel,this project,0.1106,0.0008,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,0.2047,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.1177,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,0.3224,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,ptrue,reference baseline,-0.0274,0.0283,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,lookback,reference baseline,-0.0208,0.0037,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink1_5,this project,0.1955530947463144,0.0199161829255183,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,floor_sum,reference baseline,0.1438,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,floor_ppl,reference baseline,0.0393,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,floor_min,reference baseline,0.2054,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,fair_floor,reference baseline,0.2054,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,saplma,reference baseline,0.6105,0.0059,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,uniform,this project,0.6218,0.0007,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,attention,this project,0.645,0.0032,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_norm,this project,0.4181,0.0513,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_seg_flat,this project,0.2407,0.0472,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_seg_softmax,this project,0.1622,0.0103,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_shrink2,this project,0.5411,0.0314,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_shrink10,this project,0.512,0.0304,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_blondel,this project,0.4792,0.0129,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_shrink2_blondel,this project,0.3531,0.0216,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_shrink10_blondel,this project,0.1631,0.0089,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,ptrue,reference baseline,0.5654,0.0073,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,lookback,reference baseline,0.5062,0.033,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,VERDICT:bestw_vs_fairfloor,verdict,0.3489,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,VERDICT:bestw_vs_bestpooler,verdict,-0.0907,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,VERDICT:attention_vs_fairfloor,verdict,0.4396,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa:1207,wmsp_shrink1_5,this project,0.5516741057535591,0.0216227655624976,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,floor_sum,reference baseline,0.1438,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,floor_ppl,reference baseline,0.0393,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,floor_min,reference baseline,0.2054,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,fair_floor,reference baseline,0.2054,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,saplma,reference baseline,0.3207,0.0292,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,uniform,this project,0.2553,0.0148,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,attention,this project,0.2986,0.026,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_norm,this project,0.1378,0.0157,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_seg_flat,this project,0.0265,0.0248,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_seg_softmax,this project,-0.0166,0.0233,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_shrink2,this project,0.0652,0.0212,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_shrink10,this project,0.098,0.0189,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_blondel,this project,0.0456,0.0041,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_shrink2_blondel,this project,0.0718,0.0097,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_shrink10_blondel,this project,0.0464,0.0024,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,ptrue,reference baseline,0.1537,0.0353,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,lookback,reference baseline,-0.1705,0.0049,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,VERDICT:bestw_vs_fairfloor,verdict,-0.0573,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,VERDICT:bestw_vs_bestpooler,verdict,-0.1477,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,VERDICT:attention_vs_fairfloor,verdict,0.0904,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,factscore:455,wmsp_shrink1_5,this project,0.0575873828241566,0.0157323655323896,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,0.1438,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,floor_ppl,reference baseline,0.0393,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,floor_min,reference baseline,0.2054,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,fair_floor,reference baseline,0.2054,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,saplma,reference baseline,0.0289,0.0121,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,uniform,this project,-0.0188,0.0038,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,attention,this project,0.0877,0.0281,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_norm,this project,0.0036,0.0534,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_seg_flat,this project,0.0737,0.0197,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_seg_softmax,this project,0.0343,0.025,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2,this project,0.1068,0.0299,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink10,this project,0.1208,0.0098,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_blondel,this project,0.0619,0.0232,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2_blondel,this project,0.0574,0.0007,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink10_blondel,this project,0.0377,0.0017,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,ptrue,reference baseline,0.0279,0.0231,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,lookback,reference baseline,-0.1545,0.0033,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,-0.0793,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,0.0371,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,-0.1164,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink1_5,this project,0.0982243166746084,0.0241177401263391,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,floor_sum,reference baseline,0.1483,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,floor_ppl,reference baseline,0.3161,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,floor_min,reference baseline,0.2498,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,fair_floor,reference baseline,0.2498,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,saplma,reference baseline,0.5377,0.0205,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,uniform,this project,0.541,0.0015,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,attention,this project,0.6063,0.0031,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_norm,this project,0.4767,0.0338,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_seg_flat,this project,0.3343,0.0352,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_shrink2,this project,0.494,0.013,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_shrink10,this project,0.4621,0.0055,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_blondel,this project,0.473,0.0089,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_shrink2_blondel,this project,0.3877,0.0063,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_shrink10_blondel,this project,0.3344,0.0029,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,ptrue,reference baseline,0.4371,0.0101,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,lookback,reference baseline,0.3814,0.0219,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,VERDICT:bestw_vs_fairfloor,verdict,0.2648,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,VERDICT:bestw_vs_bestpooler,verdict,-0.092,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,VERDICT:attention_vs_fairfloor,verdict,0.3568,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_seg_softmax,this project,0.3618,0.0294,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa:664,wmsp_shrink1_5,this project,0.4933044539288487,0.0097335420692812,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_sum,reference baseline,0.1483,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_ppl,reference baseline,0.3161,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_min,reference baseline,0.2498,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,fair_floor,reference baseline,0.2498,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,saplma,reference baseline,0.3025,0.0261,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,uniform,this project,0.295,0.0172,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,attention,this project,0.2981,0.023,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_norm,this project,0.2592,0.0372,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_seg_flat,this project,0.279,0.0078,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_seg_softmax,this project,0.2334,0.0124,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2,this project,0.3927,0.0316,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink10,this project,0.4025,0.0268,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_blondel,this project,0.3105,0.0683,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2_blondel,this project,0.3663,0.0085,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink10_blondel,this project,0.3238,0.0022,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,0.1857,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_bestpooler,verdict,0.1289,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:attention_vs_fairfloor,verdict,0.0568,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,ptrue,reference baseline,0.1213,0.1435,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,lookback,reference baseline,0.0093,0.0248,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink1_5,this project,0.4070012232286039,0.0358927024508383,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,floor_sum,reference baseline,0.1483,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,floor_ppl,reference baseline,0.3161,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,floor_min,reference baseline,0.2498,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,fair_floor,reference baseline,0.2498,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,saplma,reference baseline,0.3667,0.0099,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,uniform,this project,0.2821,0.0078,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,attention,this project,0.1867,0.0098,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_norm,this project,0.2127,0.0846,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_seg_flat,this project,0.2536,0.0249,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_seg_softmax,this project,0.2324,0.0154,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_shrink2,this project,0.4497,0.0153,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_shrink10,this project,0.4145,0.007,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_blondel,this project,0.3023,0.0183,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_shrink2_blondel,this project,0.347,0.0042,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_shrink10_blondel,this project,0.3194,0.0011,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,ptrue,reference baseline,0.079,0.0306,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,lookback,reference baseline,0.0039,0.0133,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,0.2101,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,0.1788,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,-0.0626,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum:1800,wmsp_shrink1_5,this project,0.4451460227325636,0.0280358649146394,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,floor_sum,reference baseline,0.2821,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,floor_ppl,reference baseline,0.326,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,floor_min,reference baseline,0.4283,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,fair_floor,reference baseline,0.4283,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,saplma,reference baseline,0.6939,0.0078,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,uniform,this project,0.6824,0.0006,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,attention,this project,0.6353,0.002,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_norm,this project,0.5609,0.0775,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_seg_flat,this project,0.4543,0.0312,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_seg_softmax,this project,0.4674,0.0389,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_shrink2,this project,0.5889,0.0139,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_shrink10,this project,0.5156,0.0173,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_blondel,this project,0.6436,0.0405,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_shrink2_blondel,this project,0.4254,0.0005,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_shrink10_blondel,this project,0.3699,0.0034,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,ptrue,reference baseline,0.5049,0.0437,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,lookback,reference baseline,0.5944,0.0019,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,VERDICT:bestw_vs_fairfloor,verdict,0.226,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,VERDICT:bestw_vs_bestpooler,verdict,-0.0288,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,VERDICT:attention_vs_fairfloor,verdict,0.2042,,3,,corrected-span master,40,yes
